right_elbow,left_elbow,right_shoulder,left_shoulder,right_knee,left_knee,right_hip,left_hip,filename
56.95859132918324,174.8959124733444,45.50881334649537,115.21720102017498,114.82480712858063,106.94628731883734,157.54461872838866,171.85739055787138,frame_11682.jpg
154.7973616958907,129.6068843979006,24.427549753243294,61.30524518275192,162.7923071667494,178.00433455529318,156.4259916402917,155.32408287399795,frame_6455.jpg
51.98901224109209,153.57812248365897,81.3704365192568,143.449678312013,112.1866096809369,81.16700454973477,140.39711592483664,157.15507351692662,frame_8316.jpg
169.15907863623565,178.06586822860655,102.08020841209672,98.9343239700603,138.36665880301086,98.01888880389919,153.06894387089386,164.72124930888313,frame_2827.jpg
78.26136044375147,148.12069306531097,113.76333208279785,72.68046310979923,156.34500238359462,169.16222174331423,149.5616967232161,155.9966275414895,frame_9324.jpg
86.14369916319163,162.47587035533292,96.32343003784766,134.35108766233554,123.34638315979282,98.0386532112907,152.93992368952158,141.30365911157642,frame_1278.jpg
90.67873708673113,131.62356250047807,48.927237803419416,36.769709217562315,170.63473650248477,178.54283801349504,153.2500665332313,162.8384630451301,frame_5767.jpg
163.13430700438215,170.047534830521,21.4334952148742,68.57478468918461,41.02507853055632,165.27289635573217,144.36588568998175,173.25104035065692,frame_8004.jpg
136.82131288040063,147.68623454658564,34.383170518862094,67.9370278966293,178.69137021551663,179.2121243027407,156.21598664464614,154.19832179617896,frame_4815.jpg
159.15799527471918,139.06414569960924,37.75625023718583,8.372071925899935,167.52158468608997,179.35734546694502,148.25631464374297,146.170677530234,frame_8893.jpg
171.48533952950143,149.5331604936467,125.34899737844869,46.86446111742779,128.30306635896466,135.483000209895,157.7648257938869,174.7223118513437,frame_5538.jpg
14.985724432476943,172.120928218923,93.2870144734812,117.30492018935972,125.2082786634434,98.25186290507884,154.10850251901772,148.10366150728836,frame_3796.jpg
139.26666094734298,173.55879213188982,53.21492113031741,132.43522028636863,171.57323940887207,137.95840243791653,179.01266171549642,135.96101016271888,frame_5220.jpg
52.516579056631315,152.13075076016816,86.58425295030396,145.261815208656,108.62476816722989,82.38986216191984,144.62921628206502,156.26557057398173,frame_8308.jpg
151.75410923855216,121.61408381938072,33.36281468009963,63.94732886343791,170.30430240699982,163.29178723836225,156.34347332983373,169.63481922683678,frame_6369.jpg
115.47899787989738,179.9201243273188,14.95301857798219,62.597921599084366,154.05895512439227,176.09572012079744,160.30530469223072,162.4820893356283,frame_10330.jpg
170.17680546576838,160.45017652829458,119.46631119238434,52.794881084989846,129.67601562979146,139.70420682290774,159.5512554474454,174.84865394697056,frame_11786.jpg
162.3828547875322,170.9663175246623,63.20007393339266,69.46635858781141,176.9359807570415,171.50960259817333,168.30907294805039,162.29174874871958,frame_5942.jpg
149.2283551430352,169.43290084809,31.42522202584196,98.8930349189729,179.51730199952559,157.28656538636358,176.32346414882113,139.26816578821686,frame_1125.jpg
147.91654453191694,170.99733140151207,77.03348443210132,131.18173463518545,135.8042106181969,117.45354076072641,163.43635964162004,146.07108943520424,frame_5305.jpg
153.84378035616712,157.83375923431973,11.383786451564518,26.429716379125306,173.64563489207498,170.63156751340583,165.44381266419524,144.45911626009914,frame_1038.jpg
141.4251237688109,164.77549803894087,62.95806822269476,113.86689321325417,162.70408705318886,129.8829662490139,146.59677801928797,147.5953131029685,frame_3736.jpg
22.866586647267898,160.61427087071758,94.08129359384961,123.79978254689296,118.75903265831019,95.17991682007676,152.83745288252135,153.16549973174506,frame_4529.jpg
178.3616811986766,137.3565471730607,104.30614439464014,28.8112324067561,142.49699566668318,152.64498566112997,157.67916093050155,177.6456230221061,frame_4011.jpg
41.924127680784444,168.25176091083057,54.51467211808571,124.99957833897244,115.88259059898513,99.13948370649405,145.48596535758514,169.74509755649507,frame_2898.jpg
147.27398148327708,157.70095731952117,30.007078200776725,54.44891259625948,162.99651929913074,164.84191833689698,148.09356662718514,170.95606647311595,frame_6381.jpg
144.84635755116966,169.17125543876796,26.485695077088813,107.89421739964953,173.26120678578778,160.46792232805007,178.28289455968854,141.38034487072406,frame_5168.jpg
141.96231241972504,163.40593171569483,12.148336467018929,40.861966532860606,179.35498777316104,172.33314113507112,141.12378388248592,156.4420260457173,frame_64.jpg
98.66156373981008,166.2307783796847,97.76574675439163,137.80967038147708,124.56441938940836,94.14446328045892,151.4448892494198,139.04380795425166,frame_7670.jpg
149.32290692285835,9.139372687994493,112.91703896122402,101.48417880108016,135.55524929795203,97.09511453444304,164.08873666356612,167.00066713520187,frame_10002.jpg
159.969686818054,173.49396021897013,20.12758655639629,67.49934156831546,136.3943716230608,172.46477752190515,167.6874262971266,161.5271840119956,frame_11012.jpg
100.29723945220195,139.73613372352102,154.05784530206367,38.75193176493089,165.3165149214234,173.73431984801664,171.41103519931698,164.41915992782808,frame_498.jpg
163.23789617928367,169.66539907758005,16.832072095542674,65.64607516386405,88.25098361667995,147.64684977606387,152.46811144064185,175.46578589209645,frame_8605.jpg
67.07832166300177,153.6359823142387,81.74014698350054,135.90128751565152,122.28243226482198,85.61398934870869,130.21174673693292,163.62284991327832,frame_8328.jpg
133.75490467274068,176.97192586011357,65.49666559441746,127.03239676143743,157.11150399136295,122.2970449802664,172.10534220876332,151.46492946454543,frame_215.jpg
56.38594932419778,155.9948288646914,84.44381024065567,144.52452092012663,120.57055085445253,85.45780084846689,132.96942741864018,159.874313765896,frame_396.jpg
151.44645545094474,85.5518011212607,54.483295585532396,47.14187767585602,138.61659466535772,179.87328195509755,155.2830647668721,148.98276109980145,frame_4776.jpg
171.41010743595754,145.37423070552504,136.37392986318682,47.598941373831174,161.72166388840995,155.23385707085092,179.10055898413376,177.7595005673562,frame_6253.jpg
170.75001927804522,167.12768858930374,129.91875465676267,61.878896431550295,147.4475639416678,144.54064812774718,162.79700353643372,163.96171340798585,frame_12500.jpg
