right_elbow,left_elbow,right_shoulder,left_shoulder,right_knee,left_knee,right_hip,left_hip,filename
83.60859643575509,87.11604381005529,22.76050977444613,31.65229495921115,174.77056025256655,177.67578771821607,148.18607358945275,154.32017253656247,frame_706.jpg
115.38844530109444,46.07507157708747,43.32343764958709,52.0682962009516,176.0184044342875,177.0238334497712,151.02783881523308,150.88436143915837,frame_3006.jpg
136.45700332111548,15.57782163186014,41.95784040633245,70.66858602353922,106.08586064803265,175.11269756012263,122.35510656010851,162.20760124221368,frame_823.jpg
158.4740635544746,10.881177746039924,82.80358488685269,63.77218855150592,143.67515966412566,149.7409243783006,147.21413790885552,130.28148617923583,frame_460.jpg
133.10010993313665,31.966949225323848,49.29145633052998,69.26776630898925,129.74680050276245,167.8293360615169,137.31346406691898,174.57977453381457,frame_749.jpg
116.91402291847818,72.78328218045223,30.890941559043863,11.595070422580264,162.95579107775626,167.30597232410986,171.16592526600758,140.29864376868446,frame_689.jpg
149.47686472906392,145.08688973193406,20.10155080336298,11.692097018356465,159.56974358815597,176.93850401803007,125.98564578890644,162.51455862679003,frame_1226.jpg
141.78186298275367,92.14245869734926,42.10222551930048,30.066949132940227,169.77485768466468,177.44573670914298,146.87571273397938,151.46220632111562,frame_691.jpg
127.83360680560341,37.859775930693694,30.533019050045457,22.129076912912748,120.03182085651113,169.85551053576808,137.6852891741795,179.61736796831002,frame_651.jpg
57.73303584639318,160.37296705573655,30.26115863577759,117.74475298327125,130.98257274498116,149.80182762158992,141.75850668659328,118.36674111723937,frame_272.jpg
134.5188291077515,88.02826413471345,49.59258637283025,23.840329210654403,179.34962043653005,165.77768310252702,154.36189334738867,151.01102549777346,frame_3089.jpg
125.80017636227636,44.78124891225018,55.29062522194478,49.449461051504855,175.45061474262846,176.41369135241612,151.45546208694157,151.013122753955,frame_2221.jpg
97.05833298022426,0.4836338578938102,24.71605144047887,50.11642328371616,171.53360477574392,179.29655842142319,151.8817910482137,148.0052950331359,frame_2948.jpg
96.32691446637519,168.4355021756889,10.671210754347687,117.08737521130567,167.32518067400326,161.5360478934344,147.94018409325622,166.0441592152053,frame_1868.jpg
152.8982102550269,157.63822115635824,44.45693680600372,9.903231863159753,149.80263743094625,162.13049792251468,130.22857290322847,179.0642142887006,frame_1429.jpg
94.32161618293806,138.2545955575699,17.028397197429225,64.28797787883403,155.35584483041282,165.34575371900263,142.10400426430647,179.58453184589845,frame_1242.jpg
89.38066594662766,111.17442922228885,21.2106573852074,34.531326128150624,149.19813898480905,168.3298398867154,133.71511672596478,169.91540426902336,frame_1759.jpg
68.68874733451955,153.67450951354775,20.146333958130455,114.18297105055278,142.20890153359048,98.66454274439621,159.45367843648614,116.98225116797332,frame_178.jpg
139.87476860102515,179.45071468220956,35.78136987162066,116.40360953692105,135.5298049834154,142.32735932889182,140.066414893654,114.01959227889704,frame_305.jpg
67.79605313188773,155.3059516389851,1.0579312857496173,102.27904462004248,165.15494479092106,158.92731976509836,144.8447666544712,174.79309206741763,frame_1265.jpg
84.4535415602726,159.76541130806578,12.968123733783356,86.6998436071428,154.01448128193297,161.71509598423623,134.82889281321283,169.22306575788144,frame_1363.jpg
105.39995813062245,10.683095749753251,24.498547930876484,28.426009198597203,123.69463108831496,179.83234178014808,136.59312527544216,166.41782747929142,frame_665.jpg
142.00861892225598,30.42748645678122,36.279830236454316,33.88679545923488,126.04561391523404,168.7270027984498,141.17035089695318,167.20807610012372,frame_636.jpg
156.1367307738937,175.05942418418493,31.199963706033035,114.28996351767162,145.33971019981342,127.89503970259551,150.43254497558868,106.7247163596842,frame_329.jpg
118.5259835766346,24.891566800275577,27.08885271304424,60.9401011682927,166.58507566607395,172.92503357339257,146.76625307866703,160.89089773872305,frame_1551.jpg
126.60886467172537,171.1039620573257,25.439655845326087,101.22678519751311,150.72560978193496,143.17484735663373,136.11883363879906,147.46988274430893,frame_2648.jpg
159.67266792752923,164.3734382213433,57.110835439585315,20.2045439048001,164.83576813329384,168.53315522454926,138.80191539691754,178.2785389005208,frame_1977.jpg
161.6766729550392,174.9070509549834,10.92446315857151,105.9546267644185,152.23755155169573,139.77245459274292,155.98280533673915,115.3240855014486,frame_382.jpg
122.33626839777669,78.14271030317727,43.41845174462249,35.28153297575981,179.34174457338474,169.76622930953616,147.63790839341308,155.07194913917573,frame_3072.jpg
168.52376324453633,7.477931745038464,92.53169633286655,30.658588344366926,176.07842997636976,174.6735846282394,152.00354713195256,155.88438564704904,frame_2927.jpg
128.41923005814186,45.739299116675724,57.02093361821696,49.37574320795628,175.19177244375248,177.7107219092815,150.56687780591392,151.92668434214872,frame_2222.jpg
157.7704798860036,2.2575582190110546,88.04913003693513,70.3906457909004,139.15662749365578,158.01427113321705,144.1101348436424,144.80010833769035,frame_484.jpg
129.2318822366541,49.233531986319,56.97642898357957,50.98383239665743,175.2976394340459,176.15276643261345,151.0189462108205,151.74305641845922,frame_2227.jpg
19.6153125698122,16.085082465233903,45.21680771795523,42.70108360736882,140.11415447778188,176.10677952712948,152.05897982849302,145.45503768467327,frame_546.jpg
126.29407077987841,172.6234133948684,24.041903288593698,106.85643553851784,150.66700724287276,143.21802821930265,138.48398861184617,148.86006062946524,frame_2650.jpg
22.50684174751587,43.788949678162446,58.622437390781755,22.6129625764776,154.4179971354131,172.0442480566595,129.95349560050366,164.4358083173349,frame_1487.jpg
146.18570389083942,148.01833610325914,53.05552343370179,13.41153786528976,159.32498851941062,158.93442157742408,141.02828293448647,166.6425314609252,frame_2730.jpg
97.40050040699543,50.37373317710883,18.255779046269883,41.12175161383426,176.15662716324292,174.48320994887536,147.26319617903414,148.50045225990638,frame_2147.jpg
61.836529618605645,16.47838532507794,0.0589859603609068,40.4040303770585,139.78010251945597,173.41493648963873,151.7288831004009,146.06943736356214,frame_560.jpg
160.66007562387574,155.28466089699094,47.43029564415008,4.6642038551246,154.32281711500696,162.84970169112154,136.67025847667185,176.96299049665546,frame_1940.jpg
45.276053127618056,153.39714197938883,12.904796923411476,0.09229005086917176,83.98382011351225,115.08752966534931,160.6352230741976,153.71651304653588,frame_395.jpg
105.7635585343053,145.78197147513603,43.83648694449048,93.21025036906305,142.85841407452838,143.55464111692532,162.51861049063496,133.2427425422989,frame_797.jpg
36.80173855741719,14.765212634102229,48.49933783319838,44.36252022116178,141.40053883213298,173.21523096190623,149.7992589900911,145.86490195938805,frame_531.jpg
42.3676491377173,165.04288510249944,21.495170058039673,114.29270203858249,131.339788110615,116.20691611179453,152.19281619748068,119.19847868377859,frame_240.jpg
121.94663149587232,92.33190626364406,53.26095332846431,0.720519915036101,155.04697720449332,167.56598938185508,133.46081759476988,170.02639519843086,frame_1478.jpg
130.2623156999631,71.22606362118277,59.239575322202484,43.994474220004165,175.01905320754753,177.43670653659495,150.26035880679854,153.33160330578923,frame_2246.jpg
119.04143268392366,149.20102958998365,2.3566218328204482,15.086568984689851,134.69302026370934,170.603039960676,118.79200486122109,172.31315325844844,frame_1385.jpg
124.37718622146303,81.5422820293132,49.204618700872224,37.1380427860031,179.64133843117938,174.23954953484125,150.33912510570912,160.03922610127864,frame_3064.jpg
110.17507017402042,18.07433915551074,29.256257713001276,57.9466215921939,162.98231295929742,175.3573457895754,144.70718839379197,159.07330646626107,frame_1533.jpg
78.76412437532987,40.69810246165503,6.758349739406241,19.424828773602176,129.32097346718245,179.46303604237764,137.2419017952361,167.33094991380878,frame_669.jpg
