right_elbow,left_elbow,right_shoulder,left_shoulder,right_knee,left_knee,right_hip,left_hip,filename
110.53419197699557,138.21717089223415,19.128982862799834,12.998190717746104,174.85425830724014,165.74507169407315,143.64405352808362,139.99739748694645,frame_38.jpg
100.38902727206009,45.38398684836425,39.79064697729235,24.710900394860957,141.14611392025589,117.4852122861696,120.39496530564341,146.37423552170065,frame_3404.jpg
111.66039626888126,107.81313208169769,52.57962589022792,5.637609064577712,102.94399889099883,146.78148865680316,133.10255833412631,119.31885714902006,frame_1843.jpg
84.0388930158143,172.72220157380073,7.100562266646228,14.735828097683465,170.58821157536187,156.13749434236442,144.8083266803597,119.3808850775402,frame_834.jpg
135.2608647654213,135.75488842495218,41.80418821795811,34.57468266523258,150.5809414066152,133.379857919394,143.96112318752563,147.83023412038582,frame_1737.jpg
169.4775882031813,164.61429951647926,27.180464106930632,19.720922400581717,135.40339728537538,107.54147074965411,131.9274299652325,141.16155898626445,frame_207.jpg
172.75405088608662,153.9527584229506,26.098195545599342,8.823950558848107,128.56586995182474,147.29482359768457,135.56014940952917,132.68904282239475,frame_1883.jpg
140.26956680587924,110.3222285003863,35.641716798410755,19.377018391817003,105.47708106670332,130.02878177020818,97.5397126617417,103.47224492810756,frame_3300.jpg
161.07825883416328,146.00245313114522,55.02291625302614,45.05903634230541,107.55986745398258,149.1899790830331,142.25192726897257,136.54932747474083,frame_114.jpg
156.08939509512092,144.64778455039212,50.56525127732096,43.39493442267043,109.52655224926225,148.85757986093984,143.65920810188817,137.281077773505,frame_111.jpg
128.2951716409853,121.72732305202251,39.65926310279348,33.55453952300374,95.39793202962342,135.47743743640925,115.9817305299187,123.53345325380064,frame_2563.jpg
101.29190195240147,88.38657546342398,37.924073680316724,32.316578014823236,172.36503513198525,169.95672352457495,137.59520643019863,140.3226018386772,frame_2321.jpg
117.25560572653723,127.26759019430361,27.222455292455628,25.238892296844085,112.73689908089297,126.70114297632321,97.95689958758453,101.30940481648065,frame_3315.jpg
45.82723370643227,153.3785273017653,91.15796217010887,64.0376758179886,175.7067331641904,156.7333929780825,173.26853746024176,167.71067398491584,frame_2097.jpg
80.90133020332252,97.0878929891667,32.908426334980625,9.29831602016449,144.80494782110694,173.00281412740713,132.51096033464782,150.0787463967571,frame_1486.jpg
142.1044067191279,114.48112032842818,3.059905288687874,9.47197802512313,98.09405433741331,124.20498735728128,98.58375143127421,151.94856785622025,frame_2652.jpg
166.89654630031916,154.3003916543567,33.44894250142198,19.660011094252944,136.2841235647841,111.3512327336087,120.23361583074359,167.15481603909524,frame_1138.jpg
178.01819893734722,132.46145292536923,24.272831348600548,3.755170238087131,134.90331256157154,147.79412698789855,150.13219524860298,135.0283746347958,frame_1868.jpg
38.185929998189046,140.0282565600192,84.95770622586991,59.42659201636498,168.000448221056,153.17917125255096,176.7163958759698,159.36528965979684,frame_2129.jpg
129.2010242280801,119.92251068008065,28.63089739839471,18.213675389477878,178.40164559533065,172.8948797813242,130.09711042376694,145.6910696781914,frame_2930.jpg
107.2735817226052,94.03003226914683,29.97127801848342,11.852492850957923,167.00810106053402,172.61431975186915,127.19147636264141,150.24449713686212,frame_1530.jpg
166.62680297904083,118.34024175020227,28.92178585820364,8.038658691186027,158.27468261148238,135.2566707551826,112.61950249788453,172.05061461697645,frame_1107.jpg
110.22993226927787,96.0098458929184,24.90814366877523,28.76151818081656,179.25308317894266,170.40545016196478,140.92737017461778,144.4089252883629,frame_30.jpg
119.14905808589057,101.12251879847946,16.241501897912265,5.740260887857294,179.0205245269064,139.70286592283375,126.07358238683932,164.02347413888248,frame_1080.jpg
179.11914234414743,168.8542371833818,24.160109448313516,22.733690296475512,130.80408303907961,147.65909656892686,145.01687490856384,133.90387123634613,frame_1878.jpg
149.4736526970119,98.39073844501632,61.67157924857461,15.789690489429836,94.7102740001714,114.07953439407467,95.19976960470575,96.34963758885914,frame_3244.jpg
49.31417843886331,149.02610857186804,89.25548228528774,62.200684350739834,174.3341614358755,158.0845711160634,177.26129159524734,168.74983759176962,frame_2091.jpg
58.5841777434679,83.72264528796762,42.89787798428897,7.361880149166199,163.29259578017079,156.6386119621791,156.85812166271074,151.05161177642407,frame_2194.jpg
144.68131835644394,115.17762208050772,50.79575356469251,24.93922777782803,109.8834195250374,132.14384072105867,130.21729665854076,127.91323938591964,frame_1816.jpg
75.13890184764865,100.68945765092153,76.63170753567248,6.46052681417724,175.80604824364045,148.1504958654936,170.05723835694005,174.83511564040194,frame_1290.jpg
44.49416016623506,89.05467289016552,86.25631882948869,10.038681962626908,172.86564201202086,149.8843296314009,176.1041588379957,177.43549700310334,frame_1306.jpg
102.27565329701275,95.96983290997797,29.602270268480705,29.550966063020727,172.73239996614686,171.13904568387096,139.05271883087192,140.59231197926678,frame_2345.jpg
76.1359832619914,179.3678668857772,65.3782883486999,75.3425702490233,177.90651794562856,133.57218489249126,159.62415900369848,158.36315821388044,frame_498.jpg
144.55711834403186,145.23860576176662,41.907801053606775,39.311045507651606,139.15651653972915,142.92531538411802,160.43097927617907,138.64108794323587,frame_97.jpg
109.48535122811867,116.89685756323722,34.85900324132404,5.387094509971441,146.47197723220188,172.55367211045464,125.33772427230448,153.80669102100404,frame_1497.jpg
95.26435525776782,86.8377041967721,43.669047191293984,32.86249759175096,173.80181298482026,171.61326350709723,130.67476406023442,145.64720817765783,frame_2305.jpg
